participant_idx,auditory_localization,visualcue_localization
23,right,left
23,left,left
23,right,right
23,left,left
23,right,left
23,right,left
23,left,normal
23,right,normal
23,left,normal
23,left,right
23,right,right
23,right,right
23,right,left
23,right,left
23,left,right
23,right,right
23,left,right
23,right,normal
23,left,left
23,right,right
23,right,left
23,right,normal
23,left,left
23,right,left
23,right,right
23,left,normal
23,left,right
23,left,left
23,right,normal
23,right,left
23,right,left
23,left,normal
23,right,normal
23,right,left
23,left,right
23,left,left
23,right,normal
23,right,right
23,left,left
23,left,normal
23,right,right
23,right,right
23,left,left
23,right,left
23,right,left
23,right,normal
23,left,normal
23,left,right
23,left,right
23,left,normal
23,left,left
24,left,left
24,left,right
24,left,right
24,left,left
24,right,right
24,left,normal
24,left,normal
24,right,right
24,right,normal
24,right,left
24,left,right
24,right,left
24,left,left
24,right,normal
24,left,normal
24,left,left
24,right,normal
24,right,right
24,right,right
24,right,left
24,left,normal
24,right,normal
24,right,right
24,right,right
24,left,normal
24,left,right
24,right,left
24,left,left
24,left,left
24,left,normal
24,left,left
24,left,right
24,right,left
24,right,left
24,left,right
24,left,left
24,right,left
24,right,right
24,left,normal
24,right,left
24,left,left
24,right,normal
24,left,right
24,left,left
24,right,right
24,left,normal
24,left,normal
24,right,normal
24,left,normal
24,right,left
24,left,right
24,left,left
24,right,left
24,right,left
24,right,right
24,left,left
24,left,left
24,right,right
24,left,left
24,left,left
24,right,right
24,right,left
24,right,left
24,left,normal
24,left,right
24,right,left
24,right,normal
24,left,normal
24,right,right
24,right,right
24,right,right
24,right,left
24,right,right
24,right,left
24,left,normal
24,right,normal
24,left,right
24,left,normal
24,left,normal
24,left,normal
24,left,left
24,left,right
24,right,left
24,right,left
24,left,normal
24,right,normal
24,right,right
24,left,left
24,left,normal
24,left,left
24,right,left
24,right,normal
24,left,left
24,right,normal
24,right,right
24,right,normal
24,left,right
24,right,normal
24,right,left
24,left,normal
24,left,right
24,left,right
24,left,normal
24,left,right
24,right,normal
24,right,normal
24,right,left
24,right,right
24,right,left
24,left,left
24,right,right
24,left,right
24,right,left
24,right,right
24,left,left
24,left,right
24,left,normal
24,left,left
24,left,left
24,left,right
24,left,right
24,left,right
24,left,right
24,right,normal
24,right,right
24,left,normal
24,right,right
24,right,normal
24,right,normal
24,left,right
24,right,right
24,right,normal
24,left,left
24,left,left
24,left,normal
24,right,normal
24,left,right
24,right,left
24,left,left
24,left,right
24,left,right
24,left,right
24,right,normal
24,right,left
24,left,right
24,left,left
24,left,right
24,left,normal
24,left,normal
24,left,normal
24,right,normal
24,left,right
24,right,normal
24,left,normal
24,left,normal
24,left,right
24,left,right
24,left,left
24,right,left
24,right,right
24,right,normal
24,left,left
24,left,left
24,left,right
24,right,right
24,right,normal
24,right,right
24,right,normal
24,left,normal
24,left,left
24,right,left
24,right,left
24,right,right
24,right,left
24,left,normal
24,left,left
24,left,normal
24,right,normal
24,right,normal
24,left,right
24,right,right
24,right,right
24,left,normal
24,left,left
24,left,normal
24,right,normal
24,right,right
24,right,normal
24,right,normal
24,left,normal
24,left,right
24,left,normal
24,left,normal
24,left,right
24,left,left
24,right,right
24,right,right
24,left,left
24,left,right
24,right,normal
24,right,normal
24,left,normal
24,left,normal
24,right,right
24,left,normal
24,left,right
24,right,normal
24,left,normal
24,left,normal
24,left,left
24,left,right
